host_response_rate,host_acceptance_rate,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating
,,49.27976,-123.11119,2,1.0,1.0,$170.00,30,3,93.0
100%,91%,49.28157,-123.02788,2,1.0,1.0,$45.00,3,64,96.0
100%,,49.28603,-123.12555,4,1.0,2.0,$94.00,30,1,100.0
100%,100%,49.25446,-123.08276,4,1.0,2.0,$51.00,2,161,91.0
100%,50%,49.28009,-123.1078,5,3.0,3.0,$380.00,7,53,97.0
100%,100%,49.28124,-123.1093,6,2.0,2.0,$109.00,2,224,97.0
,,49.24122,-123.09628,5,3.0,3.0,$95.00,30,0,
,,49.28724,-123.05085,2,1.0,1.0,$40.00,2,67,99.0
,,49.24734,-123.11623,16,4.0,8.0,"$1,576.00",3,2,100.0
100%,100%,49.27711,-123.09218,4,2.0,3.0,$75.00,14,238,95.0
,,49.25503,-123.08026,6,2.0,4.0,$200.00,7,13,98.0
100%,100%,49.27895,-123.12206,2,1.0,1.0,$148.00,5,112,95.0
89%,91%,49.25518,-123.19295,8,4.0,5.0,$542.00,30,6,100.0
100%,100%,49.25228,-123.08584,2,1.0,1.0,$99.00,2,69,99.0
83%,97%,49.26978,-123.09867,4,1.0,1.0,$69.00,30,17,100.0
100%,83%,49.27991,-123.10717,5,2.0,3.0,$264.00,2,36,99.0
100%,95%,49.2599,-123.18294,2,1.0,1.0,$99.00,1,151,99.0
,,49.25683,-123.06639,2,1.0,1.0,$27.00,1,0,
100%,100%,49.26434,-123.13303,2,1.0,1.0,$199.00,2,129,95.0
100%,,49.23744,-123.16207,1,1.0,1.0,$49.00,30,0,
100%,100%,49.27305,-123.06801,4,2.0,2.0,$120.00,3,139,95.0
,0%,49.27743,-123.03525,2,1.0,2.0,$45.00,5,8,85.0
,,49.28731,-123.04954,3,1.0,2.0,$100.00,2,3,90.0
,100%,49.28147,-123.10308,2,1.0,1.0,$150.00,3,18,98.0
100%,100%,49.26933,-123.18303,4,2.0,2.0,$220.00,3,28,96.0
100%,97%,49.23638,-123.10714,5,2.0,3.0,$135.00,1,207,96.0
100%,98%,49.27411,-123.04884,4,1.0,2.0,$63.00,3,221,96.0
,,49.27665,-123.11686,2,1.0,1.0,$90.00,30,1,
,,49.25487,-123.07811,2,1.0,1.0,$110.00,1,24,99.0
100%,,49.26624,-123.15056,2,1.0,1.0,$65.00,150,4,100.0
100%,,49.27833,-123.12059,4,1.0,1.0,$112.00,90,1,100.0
90%,94%,49.27991,-123.12494,4,1.0,2.0,$148.00,3,176,92.0
90%,87%,49.28034,-123.12509,4,1.0,3.0,$108.00,3,180,93.0
100%,100%,49.27167,-123.07644,2,1.0,1.0,$63.00,30,0,
100%,78%,49.21103,-123.11774,3,1.0,1.0,$64.00,1,9,82.0
,,49.22366,-123.14858,2,1.0,1.0,$62.00,30,7,100.0
20%,100%,49.28621,-123.13566,4,1.0,1.0,$104.00,30,17,95.0
,,49.26177,-123.12674,2,1.0,1.0,$80.00,30,11,95.0
0%,,49.22177,-123.09928,1,1.0,1.0,$30.00,30,0,
100%,57%,49.28939,-123.12581,3,2.0,2.0,$148.00,90,10,100.0
,0%,49.28133,-123.0634,2,1.0,1.0,$69.00,31,42,98.0
100%,100%,49.2499,-123.12433,2,1.0,1.0,$79.00,2,66,97.0
,,49.27559,-123.12718,2,1.0,1.0,$159.00,30,21,99.0
100%,50%,49.27951,-123.12739,4,1.0,3.0,$300.00,3,68,96.0
,,49.25985,-123.12696,4,2.0,2.0,$105.00,30,7,89.0
,,49.26045,-123.12819,1,1.0,1.0,$82.00,30,9,91.0
,,49.25337,-123.10795,8,3.0,7.0,$350.00,3,0,
100%,97%,49.29108,-123.04144,8,4.0,4.0,$133.00,2,142,99.0
,,49.27735,-123.0925,2,1.0,2.0,$48.00,7,15,93.0
100%,94%,49.25459,-123.04589,2,1.0,2.0,$72.00,3,151,95.0
90%,98%,49.27853,-123.10677,3,2.0,3.0,$99.00,2,193,90.0
100%,91%,49.281,-123.12565,2,1.0,1.0,$53.00,31,14,99.0
,,49.26163,-123.12813,2,1.0,1.0,$95.00,30,8,93.0
100%,33%,49.25501,-123.0714,4,2.0,2.0,$95.00,2,11,100.0
100%,98%,49.27823,-123.08676,6,2.0,2.0,$89.00,2,292,97.0
,,49.2694,-123.03996,1,1.0,1.0,$80.00,30,1,100.0
,,49.28815,-123.13616,2,1.0,1.0,$175.00,5,20,94.0
,,49.26553,-123.12651,6,3.0,4.0,$350.00,2,2,100.0
100%,100%,49.26594,-123.19387,5,4.0,4.0,$975.00,6,6,100.0
93%,36%,49.27974,-123.13576,2,1.0,1.0,$71.00,30,4,90.0
100%,100%,49.25537,-123.19077,2,3.0,2.0,$108.00,1,1,20.0
100%,97%,49.25489,-123.18217,4,1.0,3.0,$78.00,1,43,95.0
100%,65%,49.28224,-123.12421,2,1.0,1.0,$99.00,30,9,100.0
,,49.26653,-123.12441,4,1.0,1.0,$149.00,3,111,93.0
,,49.27911,-123.11714,2,1.0,1.0,$199.00,3,0,
100%,97%,49.29075,-123.04071,4,2.0,2.0,$113.00,2,21,99.0
,,49.26578,-123.09339,2,1.0,1.0,$100.00,2,47,98.0
,100%,49.25133,-123.06182,6,3.0,5.0,$320.00,10,7,100.0
,,49.23591,-123.07813,4,2.0,4.0,$80.00,2,36,82.0
100%,92%,49.27913,-123.1187,2,1.0,1.0,$79.00,30,8,97.0
100%,68%,49.25826,-123.07133,1,1.0,1.0,$40.00,30,13,100.0
,,49.26182,-123.12821,2,1.0,1.0,$85.00,30,11,91.0
,,49.26146,-123.12623,2,1.0,1.0,$85.00,30,9,82.0
100%,60%,49.27759,-123.08576,2,1.0,1.0,$75.00,3,98,100.0
100%,100%,49.26226,-123.20874,2,,1.0,$99.00,3,80,97.0
,,49.24757,-123.10317,2,2.0,2.0,$85.00,365,0,
73%,100%,49.28427,-123.12747,4,2.0,3.0,$85.00,30,0,
73%,100%,49.27774,-123.12774,4,1.0,2.0,$80.00,30,0,
,,49.26175,-123.08837,5,3.0,3.0,$198.00,2,10,100.0
,,49.2839,-123.04736,5,2.0,3.0,$180.00,3,5,100.0
100%,91%,49.22791,-123.03074,3,1.0,2.0,$37.00,1,58,89.0
100%,91%,49.22802,-123.03224,3,1.0,4.0,$45.00,1,67,91.0
100%,100%,49.2531,-123.08731,4,2.0,2.0,$94.00,4,74,98.0
100%,100%,49.26172,-123.13058,2,1.0,1.0,$82.00,2,107,96.0
100%,91%,49.22818,-123.03276,2,1.0,1.0,$25.00,1,118,95.0
,100%,49.27265,-123.10265,2,1.0,1.0,$99.00,2,113,99.0
100%,67%,49.26216,-123.09894,2,1.0,1.0,$88.00,30,109,88.0
100%,100%,49.28086,-123.02707,4,2.0,2.0,$120.00,2,27,99.0
88%,50%,49.2786,-123.02855,4,2.0,2.0,$150.00,2,22,96.0
,,49.27748,-123.09149,7,4.0,4.0,$250.00,3,84,86.0
,,49.27189,-123.12569,4,2.0,4.0,$399.00,3,45,91.0
100%,97%,49.24684,-123.08154,2,,1.0,$69.00,3,92,98.0
,,49.27714,-123.09881,2,1.0,1.0,$164.00,10,12,100.0
100%,100%,49.25566,-123.09335,4,2.0,2.0,$130.00,2,185,100.0
,,49.26017,-123.12838,4,2.0,2.0,$105.00,30,5,88.0
100%,94%,49.22451,-123.0597,4,1.0,3.0,$65.00,1,108,95.0
,,49.26204,-123.12803,2,1.0,1.0,$85.00,30,4,100.0
,,49.26923,-123.16446,6,2.0,3.0,$109.00,3,58,93.0
100%,95%,49.27401,-123.14656,4,2.0,2.0,$150.00,2,162,99.0
,,49.23094,-123.13746,2,1.0,2.0,$60.00,30,52,84.0
92%,100%,49.27936,-123.10649,6,3.0,4.0,$338.00,2,108,96.0
100%,98%,49.27899,-123.12323,4,1.0,1.0,$109.00,3,233,95.0
,90%,49.28021,-123.12512,4,1.0,3.0,$80.00,80,209,95.0
,,49.27646,-123.04581,5,3.0,4.0,$150.00,7,2,100.0
100%,91%,49.20875,-123.11862,6,3.0,3.0,$175.00,2,78,92.0
100%,25%,49.25962,-123.18928,4,2.0,2.0,$175.00,30,30,96.0
,100%,49.25403,-123.11908,2,,1.0,$100.00,2,41,98.0
,,49.25229,-123.0525,1,1.0,1.0,$30.00,3,20,93.0
,,49.24287,-123.1536,8,4.0,8.0,$200.00,3,4,93.0
60%,0%,49.26517,-123.11037,8,4.0,4.0,$280.00,2,23,92.0
,,49.25162,-123.05272,1,1.0,1.0,$30.00,3,14,95.0
100%,85%,49.27906,-123.12552,6,1.0,3.0,$159.00,2,90,98.0
100%,,49.26604,-123.16952,1,1.0,1.0,$80.00,2,64,91.0
100%,100%,49.24853,-123.13645,5,2.0,3.0,$198.00,2,21,99.0
,,49.26965,-123.18132,6,3.0,4.0,$475.00,6,1,100.0
90%,100%,49.27962,-123.12405,4,1.0,2.0,$112.00,2,113,100.0
100%,90%,49.2316,-123.0628,8,4.0,4.0,$113.00,2,100,95.0
,100%,49.28572,-123.13395,2,1.0,1.0,$65.00,30,69,95.0
100%,100%,49.27446,-123.15086,6,3.0,3.0,$800.00,4,55,100.0
,,49.26001,-123.12607,2,1.0,1.0,$85.00,30,10,92.0
100%,100%,49.2795,-123.11943,4,2.0,2.0,$191.00,1,138,92.0
,,49.26614,-123.16014,1,1.0,1.0,$99.00,30,0,
,,49.24697,-123.09389,5,3.0,3.0,$225.00,2,10,92.0
99%,85%,49.27433,-123.1261,4,,2.0,$199.00,31,2,100.0
,,49.21007,-123.12755,3,1.0,1.0,$74.00,1,141,97.0
,,49.2827,-123.13875,2,1.0,1.0,$100.00,2,15,97.0
100%,0%,49.2331,-123.09868,2,1.0,1.0,$79.00,1,133,98.0
75%,86%,49.28573,-123.12514,4,2.0,2.0,$175.00,30,40,98.0
100%,99%,49.27732,-123.12063,4,2.0,2.0,$145.00,90,9,100.0
18%,71%,49.26388,-123.17844,2,1.0,1.0,$75.00,1,18,99.0
100%,100%,49.24639,-123.10578,4,1.0,2.0,$90.00,30,3,100.0
,,49.26288,-123.06293,5,2.0,2.0,$200.00,5,25,93.0
,,49.27195,-123.10343,6,2.0,3.0,$139.00,30,76,90.0
,,49.27173,-123.06634,3,1.0,1.0,$75.00,30,1,100.0
,,49.23471,-123.10001,3,3.0,4.0,$169.00,2,16,94.0
100%,94%,49.28171,-123.10184,2,1.0,1.0,$168.00,3,63,98.0
100%,100%,49.26878,-123.10078,2,1.0,1.0,$350.00,1,52,100.0
,,49.27919,-123.06538,1,1.0,1.0,$45.00,30,0,
92%,87%,49.28081,-123.12517,4,1.0,3.0,$112.00,1,207,93.0
,,49.26895,-123.1083,2,1.0,1.0,$81.00,3,27,93.0
,,49.24178,-123.17688,4,2.0,2.0,$95.00,1,51,93.0
100%,98%,49.28836,-123.12491,2,1.0,1.0,$115.00,1,119,95.0
,100%,49.26558,-123.12842,3,2.0,2.0,$288.00,7,7,100.0
,,49.25985,-123.12793,2,1.0,1.0,$85.00,30,8,89.0
,,49.26146,-123.12646,4,2.0,2.0,$100.00,30,5,92.0
100%,99%,49.23871,-123.1462,3,1.0,2.0,$77.00,1,157,99.0
100%,99%,49.27985,-123.08039,4,2.0,2.0,$185.00,2,82,97.0
100%,,49.25407,-123.09863,3,3.0,3.0,$162.00,29,2,100.0
100%,100%,49.24922,-123.10643,3,2.0,2.0,$145.00,7,21,100.0
,,49.28082,-123.10843,4,1.0,2.0,$150.00,2,48,98.0
100%,0%,49.27341,-123.09975,6,2.0,3.0,$175.00,3,14,97.0
,100%,49.28642,-123.1341,2,1.0,1.0,$60.00,30,54,94.0
100%,0%,49.27071,-123.06682,6,4.0,4.0,$350.00,3,5,92.0
99%,85%,49.27291,-123.12668,4,1.0,2.0,$250.00,31,2,90.0
,,49.28465,-123.14188,4,1.0,2.0,$189.00,4,16,97.0
99%,85%,49.27474,-123.12806,4,1.0,2.0,$220.00,31,1,100.0
,,49.2336,-123.10971,1,1.0,1.0,$37.00,2,8,93.0
,,49.26179,-123.08255,1,1.0,1.0,$100.00,30,1,100.0
,,49.27915,-123.10793,6,2.0,3.0,$299.00,90,10,94.0
99%,85%,49.27502,-123.12715,4,1.0,2.0,$220.00,30,2,100.0
99%,85%,49.27468,-123.12618,4,1.0,2.0,$250.00,31,0,
99%,85%,49.27306,-123.12811,4,1.0,2.0,$250.00,30,1,100.0
99%,85%,49.27452,-123.12623,6,2.0,3.0,$300.00,31,0,
97%,85%,49.27539,-123.13316,2,1.0,1.0,$130.00,3,69,95.0
100%,94%,49.2758,-123.13045,2,1.0,1.0,$125.00,30,23,98.0
80%,94%,49.27977,-123.10905,6,3.0,3.0,$431.00,30,129,96.0
75%,25%,49.27574,-123.03745,6,4.0,4.0,$399.00,4,26,98.0
,,49.22509,-123.03591,4,2.0,2.0,$100.00,1,112,94.0
100%,84%,49.28144,-123.11662,2,1.0,1.0,$151.00,30,2,100.0
100%,84%,49.27948,-123.11654,2,1.0,1.0,$151.00,30,0,
,,49.2791,-123.11773,2,1.0,1.0,$60.00,30,47,98.0
0%,,49.28861,-123.12496,2,1.0,0.0,$75.00,180,0,
100%,100%,49.2443,-123.0616,8,3.0,3.0,$209.00,3,104,96.0
100%,65%,49.27925,-123.08842,1,,1.0,$59.00,90,10,100.0
100%,100%,49.27024,-123.10181,4,1.0,2.0,$119.00,30,42,96.0
,,49.28389,-123.11562,2,1.0,1.0,$140.00,30,0,
0%,20%,49.2833,-123.10495,2,1.0,1.0,$107.00,30,24,98.0
100%,90%,49.2324,-123.15844,3,2.0,2.0,$150.00,3,28,96.0
,,49.23498,-123.09053,2,1.0,0.0,$40.00,1,2,100.0
100%,89%,49.26358,-123.12271,5,3.0,3.0,$175.00,30,10,100.0
,,49.27536,-123.12655,2,1.0,1.0,$101.00,1,111,87.0
,,49.23416,-123.08919,4,2.0,2.0,$90.00,1,15,87.0
,,49.23386,-123.08794,5,2.0,3.0,$60.00,1,8,88.0
100%,,49.24988,-123.0721,5,3.0,4.0,$285.00,3,5,100.0
,,49.22386,-123.11859,3,1.0,2.0,$100.00,2,55,95.0
100%,99%,49.26873,-123.10876,4,1.0,2.0,$240.00,31,120,98.0
,,49.24767,-123.11491,1,1.0,1.0,$50.00,30,11,89.0
90%,100%,49.29039,-123.12458,2,1.0,0.0,$140.00,30,25,94.0
,,49.23802,-123.12828,4,1.0,2.0,$95.00,1,75,87.0
100%,81%,49.25457,-123.11622,4,2.0,2.0,$90.00,5,9,98.0
100%,100%,49.26844,-123.109,4,1.0,2.0,$125.00,7,33,98.0
100%,100%,49.27079,-123.10741,2,1.0,0.0,$55.00,7,69,91.0
,,49.23793,-123.04932,2,1.0,1.0,$19.00,1,45,88.0
100%,,49.26417,-123.16089,5,2.0,2.0,$180.00,8,5,100.0
50%,100%,49.24591,-123.11862,6,3.0,3.0,$275.00,2,20,86.0
,,49.25269,-123.12462,2,2.0,1.0,$78.00,30,4,90.0
100%,67%,49.25011,-123.12779,3,1.0,2.0,$75.00,1,14,92.0
100%,84%,49.28123,-123.11659,2,1.0,1.0,$151.00,30,0,
100%,100%,49.25368,-123.18443,2,1.0,1.0,$65.00,2,42,97.0
,,49.22203,-123.11669,4,2.0,2.0,$120.00,2,35,93.0
,,49.26163,-123.12808,4,2.0,2.0,$105.00,30,3,93.0
,,49.26158,-123.12615,2,,1.0,$85.00,30,2,80.0
,,49.22481,-123.11777,4,2.0,2.0,$120.00,2,47,93.0
,,49.28683,-123.12736,2,1.0,1.0,$150.00,30,3,80.0
100%,84%,49.2816,-123.11712,2,1.0,1.0,$151.00,30,1,60.0
100%,100%,49.264,-123.19444,2,1.0,1.0,$145.00,2,84,98.0
57%,40%,49.2733,-123.15572,2,1.0,1.0,$66.00,30,5,100.0
,100%,49.25446,-123.11217,4,2.0,4.0,$105.00,4,30,99.0
100%,50%,49.24891,-123.09959,5,3.0,4.0,$314.00,2,33,93.0
,,49.28032,-123.05944,5,3.0,4.0,$350.00,5,5,100.0
,,49.26339,-123.07575,3,2.0,2.0,$50.00,1,83,95.0
100%,69%,49.2778,-123.12404,2,,1.0,$67.00,30,13,100.0
100%,100%,49.21895,-123.06996,5,2.0,3.0,$114.00,3,66,98.0
,100%,49.2343,-123.10811,10,5.0,5.0,$695.00,6,47,100.0
100%,100%,49.28782,-123.12347,3,1.0,1.0,$200.00,90,0,
100%,0%,49.26837,-123.15531,4,1.0,2.0,$200.00,30,23,100.0
100%,100%,49.27486,-123.1328,4,2.0,2.0,$180.00,3,122,99.0
100%,84%,49.28003,-123.11656,4,2.0,2.0,$157.00,32,0,
97%,85%,49.28327,-123.11642,4,1.0,1.0,$95.00,30,6,96.0
100%,100%,49.25533,-123.18469,3,1.0,1.0,$82.00,2,40,95.0
100%,98%,49.27889,-123.10794,5,3.0,3.0,$185.00,2,164,98.0
91%,98%,49.25544,-123.11016,6,3.0,3.0,$182.00,1,143,99.0
100%,91%,49.24531,-123.09538,2,1.0,1.0,$85.00,2,138,99.0
0%,0%,49.26301,-123.20226,7,4.0,5.0,$300.00,3,0,
,,49.27955,-123.12056,2,1.0,1.0,$300.00,31,0,
,,49.27993,-123.13258,3,1.0,1.0,$103.00,2,23,87.0
100%,71%,49.26242,-123.17828,2,1.0,1.0,$90.00,5,20,100.0
100%,91%,49.23098,-123.03564,6,2.0,2.0,$89.00,2,71,94.0
,,49.28833,-123.12272,4,2.0,2.0,$275.00,1,61,98.0
100%,100%,49.28614,-123.12327,2,1.0,1.0,$220.00,1,163,97.0
100%,83%,49.27502,-123.12303,2,1.0,1.0,$95.00,31,16,95.0
,60%,49.22935,-123.06526,2,1.0,1.0,$57.00,6,122,95.0
100%,86%,49.27914,-123.12078,3,1.0,1.0,$124.00,3,46,97.0
,,49.26881,-123.21097,6,3.0,4.0,$392.00,2,34,98.0
100%,89%,49.28062,-123.12768,4,2.0,2.0,$257.00,1,15,99.0
,,49.27193,-123.10172,4,2.0,2.0,$115.00,180,0,
,91%,49.24881,-123.04398,6,2.0,3.0,$99.00,2,54,88.0
,,49.23357,-123.17007,2,,1.0,$75.00,2,20,91.0
95%,99%,49.27097,-123.18327,2,1.0,1.0,$60.00,3,116,97.0
,,49.21422,-123.11421,2,1.0,1.0,$99.00,3,8,98.0
,,49.26299,-123.20275,6,3.0,4.0,$287.00,2,8,95.0
100%,67%,49.26055,-123.1821,7,3.0,3.0,$213.00,7,16,96.0
,,49.28182,-123.10361,6,1.0,3.0,$160.00,2,98,99.0
100%,98%,49.28629,-123.125,2,1.0,2.0,$178.00,2,225,98.0
,,49.25614,-123.07643,1,1.0,1.0,$50.00,1,2,100.0
100%,100%,49.21279,-123.11202,3,1.0,3.0,$70.00,1,93,93.0
67%,100%,49.24148,-123.04938,4,2.0,2.0,$130.00,2,1,100.0
,,49.21368,-123.07826,2,1.0,1.0,$46.00,14,33,96.0
100%,91%,49.2125,-123.12961,2,1.0,1.0,$71.00,3,19,89.0
100%,78%,49.2639,-123.07697,6,2.0,2.0,$62.00,1,46,90.0
,,49.25214,-123.08713,4,2.0,2.0,$259.00,3,2,100.0
100%,100%,49.24618,-123.10192,4,2.0,2.0,$179.00,2,117,99.0
93%,36%,49.29074,-123.12746,2,1.0,1.0,$74.00,30,2,100.0
,,49.21616,-123.12395,4,2.0,2.0,$240.00,2,5,100.0
,,49.26181,-123.13425,3,1.0,1.0,$120.00,3,3,100.0
100%,100%,49.25657,-123.07819,8,4.0,5.0,$300.00,14,29,99.0
,,49.27893,-123.0827,4,2.0,2.0,$225.00,2,58,96.0
100%,96%,49.2791,-123.11925,4,2.0,2.0,$125.00,2,132,94.0
100%,50%,49.25461,-123.16567,1,,0.0,$50.00,30,2,100.0
100%,100%,49.27867,-123.10852,6,3.0,4.0,$288.00,2,70,90.0
,,49.2575,-123.0569,3,1.0,1.0,$78.00,4,4,100.0
,,49.26739,-123.14272,4,2.0,2.0,$200.00,3,38,100.0
0%,,49.25661,-123.16531,2,1.0,1.0,$108.00,1,7,97.0
,,49.22929,-123.1643,4,1.0,2.0,$200.00,1,1,100.0
,,49.26662,-123.17683,2,1.0,1.0,$100.00,30,3,90.0
100%,90%,49.26851,-123.15162,3,1.0,1.0,$185.00,3,101,99.0
,,49.27671,-123.1169,2,1.0,1.0,$140.00,30,1,
100%,92%,49.27035,-123.21757,6,2.0,2.0,$218.00,2,62,98.0
,,49.24476,-123.09356,3,2.0,2.0,$180.00,3,8,93.0
,,49.27351,-123.1271,2,1.0,1.0,$99.00,31,8,98.0
,,49.26871,-123.05945,4,3.0,2.0,$199.00,3,3,93.0
100%,100%,49.27343,-123.03806,4,1.0,2.0,$65.00,2,76,95.0
100%,,49.24996,-123.13693,4,1.0,2.0,$201.00,3,32,99.0
100%,,49.27997,-123.12491,4,2.0,2.0,$250.00,3,0,
,77%,49.25356,-123.14052,6,2.0,4.0,$165.00,3,77,96.0
100%,89%,49.27264,-123.06388,3,1.0,2.0,$132.00,2,112,99.0
,,49.27277,-123.06192,2,,1.0,$85.00,4,6,83.0
100%,50%,49.28261,-123.1029,2,,1.0,$266.00,150,8,98.0
,,49.25236,-123.18453,2,1.0,1.0,$85.00,2,19,93.0
92%,100%,49.25468,-123.05223,6,3.0,3.0,$125.00,1,157,97.0
,,49.28041,-123.1249,2,1.0,1.0,$129.00,2,8,93.0
,,49.28755,-123.04866,4,2.0,2.0,$169.00,5,5,95.0
,,49.25204,-123.06112,6,3.0,5.0,$425.00,4,4,100.0
,,49.2804,-123.12469,2,1.0,1.0,$200.00,3,26,97.0
100%,20%,49.28216,-123.12321,6,2.0,2.0,$150.00,30,3,100.0
,,49.26196,-123.12665,4,2.0,2.0,$105.00,30,5,92.0
,,49.28927,-123.13857,2,1.0,1.0,$110.00,2,4,100.0
100%,67%,49.27887,-123.10727,5,2.0,3.0,$212.00,3,53,97.0
,,49.28201,-123.05644,2,1.0,1.0,$65.00,4,2,100.0
100%,100%,49.28078,-123.12474,2,1.0,1.0,$100.00,30,9,100.0
80%,75%,49.29005,-123.0551,2,1.0,1.0,$55.00,3,69,97.0
100%,100%,49.25628,-123.17667,12,5.0,8.0,$874.00,2,86,97.0
100%,85%,49.28106,-123.12318,3,2.0,2.0,$140.00,30,5,100.0
,,49.23995,-123.0494,2,1.0,2.0,$23.00,1,49,90.0
100%,100%,49.23277,-123.19773,4,1.0,3.0,$199.00,2,50,100.0
,,49.20926,-123.14038,4,2.0,2.0,$89.00,30,2,80.0
67%,67%,49.21477,-123.13386,5,3.0,3.0,$250.00,1,47,93.0
,,49.26196,-123.12688,2,1.0,1.0,$80.00,30,7,83.0
,,49.25586,-123.07623,5,3.0,3.0,$195.00,3,2,100.0
97%,100%,49.23362,-123.07861,2,,1.0,$63.00,1,140,92.0
100%,97%,49.25898,-123.06895,2,1.0,1.0,$84.00,2,185,99.0
20%,40%,49.22971,-123.112,1,1.0,1.0,$49.00,30,74,100.0
,,49.25961,-123.18454,6,2.0,4.0,$140.00,3,50,98.0
,,49.28627,-123.12757,7,2.0,4.0,$295.00,1,23,98.0
100%,65%,49.28408,-123.12304,2,1.0,1.0,$110.00,30,13,100.0
0%,,49.27572,-123.04026,7,6.0,11.0,$200.00,6,1,80.0
,,49.27416,-123.06224,4,2.0,2.0,$88.00,2,95,98.0
100%,,49.24383,-123.09361,2,1.0,1.0,$70.00,30,2,100.0
100%,100%,49.26811,-123.16668,4,1.0,2.0,$115.00,3,90,98.0
100%,91%,49.20659,-123.11822,2,1.0,1.0,$90.00,2,99,93.0
,,49.25998,-123.12644,3,1.0,2.0,$90.00,30,8,95.0
100%,100%,49.22402,-123.16,2,1.0,1.0,$107.00,30,64,93.0
0%,,49.27721,-123.1186,2,1.0,1.0,$95.00,30,1,100.0
100%,95%,49.27891,-123.123,3,1.0,2.0,$138.00,3,139,97.0
,,49.23403,-123.1913,8,4.0,4.0,$350.00,2,9,98.0
,,49.22632,-123.11572,2,1.0,1.0,$50.00,15,207,97.0
,,49.25997,-123.1276,2,1.0,1.0,$86.00,30,10,94.0
,,49.26777,-123.1502,4,1.0,1.0,$250.00,2,20,98.0
,,49.2766,-123.12696,3,2.0,2.0,$300.00,30,1,100.0
,,49.2805,-123.1249,4,2.0,2.0,$399.00,5,1,100.0
,,49.27672,-123.1347,4,2.0,2.0,$169.00,1,73,94.0
100%,100%,49.25711,-123.15114,7,4.0,4.0,$425.00,4,42,99.0
100%,100%,49.28834,-123.12292,2,1.0,2.0,$240.00,2,103,98.0
,,49.28607,-123.13694,2,1.0,1.0,$36.00,2,60,89.0
50%,73%,49.27255,-123.15222,2,1.0,1.0,$400.00,1,23,98.0
,,49.23578,-123.06114,1,1.0,1.0,$65.00,3,0,
100%,97%,49.25476,-123.18385,2,,0.0,$30.00,2,64,91.0
,,49.27892,-123.11946,3,1.0,1.0,$279.00,2,9,93.0
,,49.21496,-123.09427,3,1.0,2.0,$68.00,30,5,96.0
100%,,49.25431,-123.15568,4,2.0,2.0,$234.00,28,4,100.0
100%,100%,49.28041,-123.12469,3,1.0,1.0,$129.00,2,108,96.0
89%,71%,49.27542,-123.06512,2,,2.0,$120.00,5,16,99.0
,,49.25556,-123.09971,3,1.0,1.0,$186.00,2,1,100.0
,,49.22632,-123.11572,2,1.0,1.0,$40.00,15,200,96.0
,50%,49.28251,-123.11578,4,1.0,2.0,$99.00,30,83,96.0
,,49.24863,-123.10164,4,2.0,3.0,$99.00,3,8,98.0
100%,73%,49.24769,-123.06966,2,,2.0,$75.00,2,53,97.0
100%,83%,49.21715,-123.13789,1,1.0,1.0,$50.00,3,6,83.0
100%,96%,49.2506,-123.07084,3,1.0,1.0,$81.00,2,141,98.0
,,49.2655,-123.14134,6,3.0,3.0,$700.00,4,3,100.0
,,49.27114,-123.07216,6,3.0,3.0,$275.00,5,11,100.0
100%,89%,49.28557,-123.12443,2,1.0,2.0,$109.00,2,69,91.0
,,49.21307,-123.13501,2,1.0,1.0,$65.00,2,35,97.0
,,49.22632,-123.11572,1,1.0,1.0,$35.00,15,159,97.0
100%,100%,49.25482,-123.18468,2,1.0,1.0,$65.00,2,41,97.0
,,49.23683,-123.08845,5,2.0,2.0,$175.00,2,1,100.0
,77%,49.25584,-123.14139,2,,2.0,$85.00,3,99,94.0
98%,88%,49.2637,-123.03999,2,1.0,1.0,$49.00,1,65,93.0
,,49.2492,-123.09115,4,1.0,2.0,$165.00,2,0,
,,49.28594,-123.12242,2,1.0,1.0,$400.00,2,19,100.0
,,49.27588,-123.12391,5,2.0,2.0,$325.00,2,10,96.0
100%,,49.22958,-123.19967,4,2.0,3.0,$100.00,30,3,93.0
50%,,49.28056,-123.09968,2,1.0,1.0,$225.00,2,24,98.0
,,49.25578,-123.16912,4,2.0,2.0,$90.00,4,29,90.0
100%,100%,49.25542,-123.18477,2,1.0,1.0,$66.00,2,11,96.0
100%,99%,49.23473,-123.03126,2,1.0,1.0,$45.00,3,95,98.0
,0%,49.26705,-123.17695,2,1.0,2.0,$200.00,3,11,100.0
,,49.28997,-123.1372,2,1.0,1.0,$101.00,5,0,
100%,95%,49.25798,-123.15148,2,1.0,1.0,$95.00,3,92,98.0
100%,91%,49.22645,-123.07235,8,4.0,6.0,$208.00,5,117,98.0
,50%,49.26724,-123.1364,2,1.0,1.0,$98.00,3,72,99.0
100%,89%,49.27899,-123.12533,2,1.0,1.0,$211.00,1,7,100.0
,,49.25999,-123.12701,2,1.0,1.0,$80.00,30,5,92.0
,,49.26186,-123.12752,4,2.0,2.0,$105.00,30,4,90.0
100%,100%,49.28211,-123.12338,2,1.0,1.0,$110.00,30,6,100.0
,,49.26909,-123.10734,2,1.0,1.0,$546.00,60,54,99.0
100%,100%,49.28495,-123.12346,3,1.0,1.0,$108.00,2,77,96.0
,,49.22488,-123.12033,3,1.0,4.0,$98.00,2,44,86.0
